month,borough,age,stop
2020-05-01,Wandsworth,25 - 29,168
2020-05-01,Westminster,15 - 19,509
2020-05-01,Westminster,20 - 24,584
2020-05-01,Westminster,25 - 29,394
2020-06-01,Aviation Policing,15 - 19,1
2020-06-01,Aviation Policing,20 - 24,6
2020-06-01,Aviation Policing,25 - 29,4
2020-06-01,Barking & Dagenham,15 - 19,342
2020-06-01,Barking & Dagenham,20 - 24,325
2020-06-01,Barking & Dagenham,25 - 29,165
2020-06-01,Barnet,15 - 19,114
2020-06-01,Barnet,20 - 24,134
2020-06-01,Barnet,25 - 29,67
2020-06-01,Bexley,15 - 19,190
2020-06-01,Bexley,20 - 24,90
2020-06-01,Bexley,25 - 29,56
2020-06-01,Brent,15 - 19,200
2020-06-01,Brent,20 - 24,318
2020-06-01,Brent,25 - 29,188
2020-06-01,Bromley,15 - 19,286
2020-06-01,Bromley,20 - 24,185
2020-06-01,Bromley,25 - 29,91
2020-06-01,Camden,15 - 19,315
2020-06-01,Camden,20 - 24,259
2020-06-01,Camden,25 - 29,128
2020-06-01,Croydon,15 - 19,316
2020-06-01,Croydon,20 - 24,240
2020-06-01,Croydon,25 - 29,168
2020-06-01,Ealing,15 - 19,289
2020-06-01,Ealing,20 - 24,334
2020-06-01,Ealing,25 - 29,182
2020-06-01,Enfield,15 - 19,259
2020-06-01,Enfield,20 - 24,333
2020-06-01,Enfield,25 - 29,162
2020-06-01,Greenwich,15 - 19,337
2020-06-01,Greenwich,20 - 24,308
2020-06-01,Greenwich,25 - 29,175
2020-06-01,Hackney,15 - 19,303
2020-06-01,Hackney,20 - 24,236
2020-06-01,Hackney,25 - 29,126
2020-06-01,Hammersmith & Fulham,15 - 19,167
2020-06-01,Hammersmith & Fulham,20 - 24,185
2020-06-01,Hammersmith & Fulham,25 - 29,110
2020-06-01,Haringey,15 - 19,214
2020-06-01,Haringey,20 - 24,316
2020-06-01,Haringey,25 - 29,170
2020-06-01,Harrow,15 - 19,133
2020-06-01,Harrow,20 - 24,137
2020-06-01,Harrow,25 - 29,85
2020-06-01,Havering,15 - 19,182
2020-06-01,Havering,20 - 24,105
2020-06-01,Havering,25 - 29,70
2020-06-01,Hillingdon,15 - 19,183
2020-06-01,Hillingdon,20 - 24,206
2020-06-01,Hillingdon,25 - 29,94
2020-06-01,Hounslow,15 - 19,158
2020-06-01,Hounslow,20 - 24,217
2020-06-01,Hounslow,25 - 29,98
2020-06-01,Islington,15 - 19,262
2020-06-01,Islington,20 - 24,218
2020-06-01,Islington,25 - 29,137
2020-06-01,Kensington & Chelsea,15 - 19,135
2020-06-01,Kensington & Chelsea,20 - 24,169
2020-06-01,Kensington & Chelsea,25 - 29,128
2020-06-01,Kingston upon Thames,15 - 19,247
2020-06-01,Kingston upon Thames,20 - 24,146
2020-06-01,Kingston upon Thames,25 - 29,73
2020-06-01,Lambeth,15 - 19,305
2020-06-01,Lambeth,20 - 24,281
2020-06-01,Lambeth,25 - 29,153
2020-06-01,Lewisham,15 - 19,195
2020-06-01,Lewisham,20 - 24,204
2020-06-01,Lewisham,25 - 29,111
2020-06-01,Merton,15 - 19,190
2020-06-01,Merton,20 - 24,157
2020-06-01,Merton,25 - 29,98
2020-06-01,Newham,15 - 19,473
2020-06-01,Newham,20 - 24,529
2020-06-01,Newham,25 - 29,318
2020-06-01,Redbridge,15 - 19,263
2020-06-01,Redbridge,20 - 24,294
2020-06-01,Redbridge,25 - 29,153
2020-06-01,Richmond upon Thames,15 - 19,161
2020-06-01,Richmond upon Thames,20 - 24,110
2020-06-01,Richmond upon Thames,25 - 29,37
2020-06-01,Southwark,15 - 19,333
2020-06-01,Southwark,20 - 24,335
2020-06-01,Southwark,25 - 29,170
2020-06-01,Sutton,15 - 19,161
2020-06-01,Sutton,20 - 24,142
2020-06-01,Sutton,25 - 29,44
2020-06-01,Tower Hamlets,15 - 19,577
2020-06-01,Tower Hamlets,20 - 24,567
2020-06-01,Tower Hamlets,25 - 29,310
2020-06-01,Waltham Forest,15 - 19,395
2020-06-01,Waltham Forest,20 - 24,352
2020-06-01,Waltham Forest,25 - 29,179
2020-06-01,Wandsworth,15 - 19,185
2020-06-01,Wandsworth,20 - 24,215
2020-06-01,Wandsworth,25 - 29,145
2020-06-01,Westminster,15 - 19,404
2020-06-01,Westminster,20 - 24,480
2020-06-01,Westminster,25 - 29,281
2020-07-01,Aviation Policing,15 - 19,3
2020-07-01,Aviation Policing,20 - 24,7
2020-07-01,Aviation Policing,25 - 29,4
2020-07-01,Barking & Dagenham,15 - 19,192
2020-07-01,Barking & Dagenham,20 - 24,174
2020-07-01,Barking & Dagenham,25 - 29,96
2020-07-01,Barnet,15 - 19,133
2020-07-01,Barnet,20 - 24,154
2020-07-01,Barnet,25 - 29,75
2020-07-01,Bexley,15 - 19,99
2020-07-01,Bexley,20 - 24,89
2020-07-01,Bexley,25 - 29,60
2020-07-01,Brent,15 - 19,241
2020-07-01,Brent,20 - 24,410
2020-07-01,Brent,25 - 29,204
2020-07-01,Bromley,15 - 19,211
2020-07-01,Bromley,20 - 24,128
2020-07-01,Bromley,25 - 29,75
2020-07-01,Camden,15 - 19,269
2020-07-01,Camden,20 - 24,250
2020-07-01,Camden,25 - 29,148
2020-07-01,Croydon,15 - 19,242
2020-07-01,Croydon,20 - 24,278
2020-07-01,Croydon,25 - 29,174
2020-07-01,Ealing,15 - 19,152
2020-07-01,Ealing,20 - 24,246
2020-07-01,Ealing,25 - 29,130
2020-07-01,Enfield,15 - 19,125
2020-07-01,Enfield,20 - 24,201
2020-07-01,Enfield,25 - 29,93
2020-07-01,Greenwich,15 - 19,201
2020-07-01,Greenwich,20 - 24,205
2020-07-01,Greenwich,25 - 29,134
2020-07-01,Hackney,15 - 19,236
2020-07-01,Hackney,20 - 24,202
2020-07-01,Hackney,25 - 29,130
2020-07-01,Hammersmith & Fulham,15 - 19,126
2020-07-01,Hammersmith & Fulham,20 - 24,183
2020-07-01,Hammersmith & Fulham,25 - 29,83
2020-07-01,Haringey,15 - 19,129
2020-07-01,Haringey,20 - 24,188
2020-07-01,Haringey,25 - 29,120
2020-07-01,Harrow,15 - 19,105
2020-07-01,Harrow,20 - 24,174
2020-07-01,Harrow,25 - 29,80
2020-07-01,Havering,15 - 19,154
2020-07-01,Havering,20 - 24,143
2020-07-01,Havering,25 - 29,83
2020-07-01,Hillingdon,15 - 19,150
2020-07-01,Hillingdon,20 - 24,178
2020-07-01,Hillingdon,25 - 29,85
2020-07-01,Hounslow,15 - 19,133
2020-07-01,Hounslow,20 - 24,192
2020-07-01,Hounslow,25 - 29,119
2020-07-01,Islington,15 - 19,221
2020-07-01,Islington,20 - 24,212
2020-07-01,Islington,25 - 29,128
2020-07-01,Kensington & Chelsea,15 - 19,127
2020-07-01,Kensington & Chelsea,20 - 24,149
2020-07-01,Kensington & Chelsea,25 - 29,109
2020-07-01,Kingston upon Thames,15 - 19,127
2020-07-01,Kingston upon Thames,20 - 24,104
2020-07-01,Kingston upon Thames,25 - 29,63
2020-07-01,Lambeth,15 - 19,359
2020-07-01,Lambeth,20 - 24,275
2020-07-01,Lambeth,25 - 29,155
2020-07-01,Lewisham,15 - 19,131
2020-07-01,Lewisham,20 - 24,147
2020-07-01,Lewisham,25 - 29,87
2020-07-01,Merton,15 - 19,151
2020-07-01,Merton,20 - 24,116
2020-07-01,Merton,25 - 29,57
2020-07-01,Newham,15 - 19,389
2020-07-01,Newham,20 - 24,488
2020-07-01,Newham,25 - 29,267
2020-07-01,Redbridge,15 - 19,122
2020-07-01,Redbridge,20 - 24,192
2020-07-01,Redbridge,25 - 29,119
2020-07-01,Richmond upon Thames,15 - 19,110
2020-07-01,Richmond upon Thames,20 - 24,72
2020-07-01,Richmond upon Thames,25 - 29,34
2020-07-01,Southwark,15 - 19,440
2020-07-01,Southwark,20 - 24,304
2020-07-01,Southwark,25 - 29,170
2020-07-01,Sutton,15 - 19,100
2020-07-01,Sutton,20 - 24,100
2020-07-01,Sutton,25 - 29,51
2020-07-01,Tower Hamlets,15 - 19,377
2020-07-01,Tower Hamlets,20 - 24,374
2020-07-01,Tower Hamlets,25 - 29,234
2020-07-01,Waltham Forest,15 - 19,274
2020-07-01,Waltham Forest,20 - 24,273
2020-07-01,Waltham Forest,25 - 29,150
2020-07-01,Wandsworth,15 - 19,174
2020-07-01,Wandsworth,20 - 24,175
2020-07-01,Wandsworth,25 - 29,106
2020-07-01,Westminster,15 - 19,443
2020-07-01,Westminster,20 - 24,518
2020-07-01,Westminster,25 - 29,302
2020-08-01,Aviation Policing,15 - 19,2
2020-08-01,Aviation Policing,20 - 24,1
2020-08-01,Aviation Policing,25 - 29,2
2020-08-01,Barking & Dagenham,15 - 19,147
2020-08-01,Barking & Dagenham,20 - 24,129
2020-08-01,Barking & Dagenham,25 - 29,57
2020-08-01,Barnet,15 - 19,172
2020-08-01,Barnet,20 - 24,193
2020-08-01,Barnet,25 - 29,112
2020-08-01,Bexley,15 - 19,88
2020-08-01,Bexley,20 - 24,45
2020-08-01,Bexley,25 - 29,27
2020-08-01,Brent,15 - 19,214
2020-08-01,Brent,20 - 24,407
2020-08-01,Brent,25 - 29,280
2020-08-01,Bromley,15 - 19,184
2020-08-01,Bromley,20 - 24,82
2020-08-01,Bromley,25 - 29,67
2020-08-01,Camden,15 - 19,157
2020-08-01,Camden,20 - 24,156
2020-08-01,Camden,25 - 29,104
2020-08-01,Croydon,15 - 19,277
2020-08-01,Croydon,20 - 24,281
2020-08-01,Croydon,25 - 29,205
2020-08-01,Ealing,15 - 19,93
2020-08-01,Ealing,20 - 24,122
2020-08-01,Ealing,25 - 29,83
2020-08-01,Enfield,15 - 19,112
2020-08-01,Enfield,20 - 24,130
2020-08-01,Enfield,25 - 29,63
2020-08-01,Greenwich,15 - 19,145
2020-08-01,Greenwich,20 - 24,178
2020-08-01,Greenwich,25 - 29,79
2020-08-01,Hackney,15 - 19,145
2020-08-01,Hackney,20 - 24,138
2020-08-01,Hackney,25 - 29,99
2020-08-01,Hammersmith & Fulham,15 - 19,88
2020-08-01,Hammersmith & Fulham,20 - 24,101
2020-08-01,Hammersmith & Fulham,25 - 29,42
2020-08-01,Haringey,15 - 19,132
2020-08-01,Haringey,20 - 24,142
2020-08-01,Haringey,25 - 29,84
2020-08-01,Harrow,15 - 19,83
2020-08-01,Harrow,20 - 24,147
2020-08-01,Harrow,25 - 29,70
2020-08-01,Havering,15 - 19,78
2020-08-01,Havering,20 - 24,79
2020-08-01,Havering,25 - 29,48
2020-08-01,Hillingdon,15 - 19,87
2020-08-01,Hillingdon,20 - 24,126
2020-08-01,Hillingdon,25 - 29,64
2020-08-01,Hounslow,15 - 19,111
2020-08-01,Hounslow,20 - 24,132
2020-08-01,Hounslow,25 - 29,77
2020-08-01,Islington,15 - 19,116
2020-08-01,Islington,20 - 24,120
2020-08-01,Islington,25 - 29,68
2020-08-01,Kensington & Chelsea,15 - 19,122
2020-08-01,Kensington & Chelsea,20 - 24,141
2020-08-01,Kensington & Chelsea,25 - 29,82
2020-08-01,Kingston upon Thames,15 - 19,135
2020-08-01,Kingston upon Thames,20 - 24,84
2020-08-01,Kingston upon Thames,25 - 29,46
2020-08-01,Lambeth,15 - 19,254
2020-08-01,Lambeth,20 - 24,234
2020-08-01,Lambeth,25 - 29,159
2020-08-01,Lewisham,15 - 19,88
2020-08-01,Lewisham,20 - 24,85
2020-08-01,Lewisham,25 - 29,40
2020-08-01,Merton,15 - 19,86
2020-08-01,Merton,20 - 24,85
2020-08-01,Merton,25 - 29,64
2020-08-01,Newham,15 - 19,255
2020-08-01,Newham,20 - 24,316
2020-08-01,Newham,25 - 29,203
2020-08-01,Redbridge,15 - 19,121
2020-08-01,Redbridge,20 - 24,182
2020-08-01,Redbridge,25 - 29,95
2020-08-01,Richmond upon Thames,15 - 19,154
2020-08-01,Richmond upon Thames,20 - 24,36
2020-08-01,Richmond upon Thames,25 - 29,16
2020-08-01,Southwark,15 - 19,366
2020-08-01,Southwark,20 - 24,227
2020-08-01,Southwark,25 - 29,157
2020-08-01,Sutton,15 - 19,61
2020-08-01,Sutton,20 - 24,46
2020-08-01,Sutton,25 - 29,44
2020-08-01,Tower Hamlets,15 - 19,196
2020-08-01,Tower Hamlets,20 - 24,248
2020-08-01,Tower Hamlets,25 - 29,152
2020-08-01,Waltham Forest,15 - 19,282
2020-08-01,Waltham Forest,20 - 24,234
2020-08-01,Waltham Forest,25 - 29,119
2020-08-01,Wandsworth,15 - 19,126
2020-08-01,Wandsworth,20 - 24,121
2020-08-01,Wandsworth,25 - 29,50
2020-08-01,Westminster,15 - 19,397
2020-08-01,Westminster,20 - 24,480
2020-08-01,Westminster,25 - 29,289
2020-09-01,Aviation Policing,15 - 19,4
2020-09-01,Aviation Policing,20 - 24,3
2020-09-01,Aviation Policing,25 - 29,4
2020-09-01,Barking & Dagenham,15 - 19,127
2020-09-01,Barking & Dagenham,20 - 24,109
2020-09-01,Barking & Dagenham,25 - 29,55
2020-09-01,Barnet,15 - 19,102
2020-09-01,Barnet,20 - 24,132
2020-09-01,Barnet,25 - 29,58
2020-09-01,Bexley,15 - 19,86
2020-09-01,Bexley,20 - 24,58
2020-09-01,Bexley,25 - 29,42
2020-09-01,Brent,15 - 19,228
2020-09-01,Brent,20 - 24,260
2020-09-01,Brent,25 - 29,194
2020-09-01,Bromley,15 - 19,148
2020-09-01,Bromley,20 - 24,68
2020-09-01,Bromley,25 - 29,43
2020-09-01,Camden,15 - 19,167
2020-09-01,Camden,20 - 24,166
2020-09-01,Camden,25 - 29,100
2020-09-01,Croydon,15 - 19,222
2020-09-01,Croydon,20 - 24,237
2020-09-01,Croydon,25 - 29,131
2020-09-01,Ealing,15 - 19,121
2020-09-01,Ealing,20 - 24,174
2020-09-01,Ealing,25 - 29,99
2020-09-01,Enfield,15 - 19,115
2020-09-01,Enfield,20 - 24,150
2020-09-01,Enfield,25 - 29,73
2020-09-01,Greenwich,15 - 19,154
2020-09-01,Greenwich,20 - 24,153
2020-09-01,Greenwich,25 - 29,115
2020-09-01,Hackney,15 - 19,179
2020-09-01,Hackney,20 - 24,149
2020-09-01,Hackney,25 - 29,100
2020-09-01,Hammersmith & Fulham,15 - 19,65
2020-09-01,Hammersmith & Fulham,20 - 24,61
2020-09-01,Hammersmith & Fulham,25 - 29,27
2020-09-01,Haringey,15 - 19,214
2020-09-01,Haringey,20 - 24,220
2020-09-01,Haringey,25 - 29,96
2020-09-01,Harrow,15 - 19,101
2020-09-01,Harrow,20 - 24,140
2020-09-01,Harrow,25 - 29,75
2020-09-01,Havering,15 - 19,112
2020-09-01,Havering,20 - 24,87
2020-09-01,Havering,25 - 29,66
2020-09-01,Hillingdon,15 - 19,144
2020-09-01,Hillingdon,20 - 24,164
2020-09-01,Hillingdon,25 - 29,77
2020-09-01,Hounslow,15 - 19,78
2020-09-01,Hounslow,20 - 24,109
2020-09-01,Hounslow,25 - 29,58
2020-09-01,Islington,15 - 19,124
2020-09-01,Islington,20 - 24,131
2020-09-01,Islington,25 - 29,64
2020-09-01,Kensington & Chelsea,15 - 19,62
2020-09-01,Kensington & Chelsea,20 - 24,65
2020-09-01,Kensington & Chelsea,25 - 29,35
2020-09-01,Kingston upon Thames,15 - 19,163
2020-09-01,Kingston upon Thames,20 - 24,85
2020-09-01,Kingston upon Thames,25 - 29,38
2020-09-01,Lambeth,15 - 19,314
2020-09-01,Lambeth,20 - 24,285
2020-09-01,Lambeth,25 - 29,175
2020-09-01,Lewisham,15 - 19,65
2020-09-01,Lewisham,20 - 24,87
2020-09-01,Lewisham,25 - 29,39
2020-09-01,Merton,15 - 19,84
2020-09-01,Merton,20 - 24,59
2020-09-01,Merton,25 - 29,27
2020-09-01,Newham,15 - 19,262
2020-09-01,Newham,20 - 24,348
2020-09-01,Newham,25 - 29,178
2020-09-01,Redbridge,15 - 19,132
2020-09-01,Redbridge,20 - 24,200
2020-09-01,Redbridge,25 - 29,102
2020-09-01,Richmond upon Thames,15 - 19,85
2020-09-01,Richmond upon Thames,20 - 24,61
2020-09-01,Richmond upon Thames,25 - 29,19
2020-09-01,Southwark,15 - 19,499
2020-09-01,Southwark,20 - 24,345
2020-09-01,Southwark,25 - 29,161
2020-09-01,Sutton,15 - 19,92
2020-09-01,Sutton,20 - 24,58
2020-09-01,Sutton,25 - 29,36
2020-09-01,Tower Hamlets,15 - 19,247
2020-09-01,Tower Hamlets,20 - 24,383
2020-09-01,Tower Hamlets,25 - 29,223
2020-09-01,Waltham Forest,15 - 19,231
2020-09-01,Waltham Forest,20 - 24,201
2020-09-01,Waltham Forest,25 - 29,114
2020-09-01,Wandsworth,15 - 19,140
2020-09-01,Wandsworth,20 - 24,119
2020-09-01,Wandsworth,25 - 29,68
2020-09-01,Westminster,15 - 19,311
2020-09-01,Westminster,20 - 24,381
2020-09-01,Westminster,25 - 29,217
2020-10-01,Aviation Policing,15 - 19,2
2020-10-01,Aviation Policing,20 - 24,2
2020-10-01,Aviation Policing,25 - 29,3
2020-10-01,Barking & Dagenham,15 - 19,166
2020-10-01,Barking & Dagenham,20 - 24,108
2020-10-01,Barking & Dagenham,25 - 29,84
2020-10-01,Barnet,15 - 19,155
2020-10-01,Barnet,20 - 24,125
2020-10-01,Barnet,25 - 29,81
2020-10-01,Bexley,15 - 19,158
2020-10-01,Bexley,20 - 24,86
2020-10-01,Bexley,25 - 29,49
2020-10-01,Brent,15 - 19,216
2020-10-01,Brent,20 - 24,286
2020-10-01,Brent,25 - 29,165
2020-10-01,Bromley,15 - 19,274
2020-10-01,Bromley,20 - 24,105
2020-10-01,Bromley,25 - 29,60
2020-10-01,Camden,15 - 19,273
2020-10-01,Camden,20 - 24,224
2020-10-01,Camden,25 - 29,146
2020-10-01,Croydon,15 - 19,330
2020-10-01,Croydon,20 - 24,276
2020-10-01,Croydon,25 - 29,165
2020-10-01,Ealing,15 - 19,198
2020-10-01,Ealing,20 - 24,253
2020-10-01,Ealing,25 - 29,120
2020-10-01,Enfield,15 - 19,158
2020-10-01,Enfield,20 - 24,138
2020-10-01,Enfield,25 - 29,69
2020-10-01,Greenwich,15 - 19,267
2020-10-01,Greenwich,20 - 24,185
2020-10-01,Greenwich,25 - 29,132
2020-10-01,Hackney,15 - 19,252
2020-10-01,Hackney,20 - 24,204
2020-10-01,Hackney,25 - 29,130
2020-10-01,Hammersmith & Fulham,15 - 19,132
2020-10-01,Hammersmith & Fulham,20 - 24,92
2020-10-01,Hammersmith & Fulham,25 - 29,60
2020-10-01,Haringey,15 - 19,237
2020-10-01,Haringey,20 - 24,223
2020-10-01,Haringey,25 - 29,131
2020-10-01,Harrow,15 - 19,112
2020-10-01,Harrow,20 - 24,164
2020-10-01,Harrow,25 - 29,71
2020-10-01,Havering,15 - 19,134
2020-10-01,Havering,20 - 24,93
2020-10-01,Havering,25 - 29,58
2020-10-01,Hillingdon,15 - 19,162
2020-10-01,Hillingdon,20 - 24,204
2020-10-01,Hillingdon,25 - 29,92
2020-10-01,Hounslow,15 - 19,87
2020-10-01,Hounslow,20 - 24,151
2020-10-01,Hounslow,25 - 29,86
2020-10-01,Islington,15 - 19,172
2020-10-01,Islington,20 - 24,149
2020-10-01,Islington,25 - 29,74
2020-10-01,Kensington & Chelsea,15 - 19,142
2020-10-01,Kensington & Chelsea,20 - 24,74
2020-10-01,Kensington & Chelsea,25 - 29,63
2020-10-01,Kingston upon Thames,15 - 19,114
2020-10-01,Kingston upon Thames,20 - 24,116
2020-10-01,Kingston upon Thames,25 - 29,57
2020-10-01,Lambeth,15 - 19,360
2020-10-01,Lambeth,20 - 24,301
2020-10-01,Lambeth,25 - 29,171
2020-10-01,Lewisham,15 - 19,133
2020-10-01,Lewisham,20 - 24,116
2020-10-01,Lewisham,25 - 29,78
2020-10-01,Merton,15 - 19,87
2020-10-01,Merton,20 - 24,79
2020-10-01,Merton,25 - 29,35
2020-10-01,Newham,15 - 19,322
2020-10-01,Newham,20 - 24,305
2020-10-01,Newham,25 - 29,224
2020-10-01,Redbridge,15 - 19,130
2020-10-01,Redbridge,20 - 24,216
2020-10-01,Redbridge,25 - 29,118
2020-10-01,Richmond upon Thames,15 - 19,113
2020-10-01,Richmond upon Thames,20 - 24,68
2020-10-01,Richmond upon Thames,25 - 29,25
2020-10-01,Southwark,15 - 19,650
2020-10-01,Southwark,20 - 24,438
2020-10-01,Southwark,25 - 29,241
2020-10-01,Sutton,15 - 19,101
2020-10-01,Sutton,20 - 24,86
2020-10-01,Sutton,25 - 29,48
2020-10-01,Tower Hamlets,15 - 19,343
2020-10-01,Tower Hamlets,20 - 24,479
2020-10-01,Tower Hamlets,25 - 29,267
2020-10-01,Waltham Forest,15 - 19,348
2020-10-01,Waltham Forest,20 - 24,214
2020-10-01,Waltham Forest,25 - 29,112
2020-10-01,Wandsworth,15 - 19,166
2020-10-01,Wandsworth,20 - 24,140
2020-10-01,Wandsworth,25 - 29,80
2020-10-01,Westminster,15 - 19,477
2020-10-01,Westminster,20 - 24,368
2020-10-01,Westminster,25 - 29,254
